model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
S1 [linear],R06,B_rich,pacf_train,1,1,262,26,13,2014-01-12,2019-01-13,2019-01-20,2019-07-14,2019-07-21,2019-10-13,{},0,none,42,106.03159364332409,10.297164349631606,7.666847457900341,0.3911436773232762,0.3399094422457236,25.45525693802905,0.2963972202918285,40.47823024544557,6.362250407320163,5.1534227870262646,0.2786572978151063,0.3030420081895069,32.0352503392182,3.644848598446528,0.008,weekly,2,origin0,weekly|R06|B_rich,,5,linear,0.0,10.297164349631606,0.0,,6.362250407320163,,,,,,,,
AR-LRX [linear],R06,B_rich,pacf_train,1,1,262,26,13,2014-01-12,2019-01-13,2019-01-20,2019-07-14,2019-07-21,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,106.03159364332409,10.297164349631606,7.666847457900341,0.3911436773232762,0.3399094422457236,25.45525693802905,0.2963972202918285,40.47823024544557,6.362250407320163,5.1534227870262646,0.2786572978151063,0.3030420081895069,32.0352503392182,3.644848598446528,4.281,weekly,2,origin0,weekly|R06|B_rich,-0.1387663774116418,5,linear,0.0,10.297164349631606,0.0,-0.4357693281847621,6.362250407320163,5.0,,,,,,,
AR-LRX-g [linear],R06,B_rich,pacf_train,1,1,262,26,13,2014-01-12,2019-01-13,2019-01-20,2019-07-14,2019-07-21,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,106.03159364332409,10.297164349631606,7.666847457900341,0.3911436773232762,0.3399094422457236,25.45525693802905,0.2963972202918285,40.47823024544557,6.362250407320163,5.1534227870262646,0.2786572978151063,0.3030420081895069,32.0352503392182,3.644848598446528,4.472,weekly,2,origin0,weekly|R06|B_rich,-0.0748587434596468,5,linear,0.0,10.297164349631606,0.0,-0.785062709190897,6.362250407320163,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,10.297164349631604
AR-LRX-Aug [linear],R06,B_rich,pacf_train,1,1,262,26,13,2014-01-12,2019-01-13,2019-01-20,2019-07-14,2019-07-21,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,106.03159364332409,10.297164349631606,7.666847457900341,0.3911436773232762,0.3399094422457236,25.45525693802905,0.2963972202918285,40.47823024544557,6.362250407320163,5.1534227870262646,0.2786572978151063,0.3030420081895069,32.0352503392182,3.644848598446528,4.762,weekly,2,origin0,weekly|R06|B_rich,0.045135478068601,5,linear,0.0,10.297164349631606,0.0,-0.8684350819244715,6.362250407320163,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,10.297164349631604
XGBoost,R06,B_rich,pacf_train,1,1,262,26,13,2014-01-12,2019-01-13,2019-01-20,2019-07-14,2019-07-21,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,137.76143483012714,11.73718172433771,8.526919209406925,0.2089440728440719,0.3874444223665386,26.658884740798623,0.3047615124736565,41.31007289164938,6.427291256170781,5.077189967815693,0.2638334377163116,0.3061399858213466,31.865008621123145,3.086188373020274,4.478,weekly,2,origin0,weekly|R06|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",R06,B_rich,pacf_train,1,1,262,26,13,2014-01-12,2019-01-13,2019-01-20,2019-07-14,2019-07-21,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,138.14980294496038,11.75371443182794,8.48146005588236,0.2067139792076631,0.3879901671163557,26.13846802214891,0.3068336527494967,44.889771499661215,6.699982947714211,5.385506780496661,0.2000413832896905,0.3191286348891098,33.07346455762056,3.215863250056361,4.486,weekly,2,origin0,weekly|R06|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,14.736242222222224,3.838781345977161,3.065444444444444,-0.927382867260974,0.7465944638911401,66.28327566649546,1.925086892500662,19.87764777777778,4.458435575151645,3.332333333333333,-1.2805556943642755,0.8349130290546152,64.49335313361964,1.870305694918984,0.0,daily,5,origin1,daily|M01AB|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,14.64809777777778,3.827283341716129,3.021444444444445,-0.9158542774410898,0.7443582473543272,65.09745357744107,1.6797030323973097,17.49067888888889,4.182185898413518,3.263666666666667,-1.006699574531444,0.7831808798527188,64.09129078562236,2.1040494076719094,0.0,daily,5,origin1,daily|M01AB|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,7.6722809056902435,2.769888247870344,2.1559373455781445,-0.0034731071494928,0.5387082631377964,46.435835809539725,1.7511161160698665,9.062582354274335,3.0104123229674595,2.17753872616334,-0.0397469572225255,0.5637476260238689,43.64713211485608,1.7674595959488335,0.008,daily,5,origin1,daily|M01AB|A_lag1,,5,linear,0.0,2.769888247870344,0.0,,3.0104123229674595,,,,,,,,
AR-LRX [linear],M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,7.6722809056902435,2.769888247870344,2.1559373455781445,-0.0034731071494928,0.5387082631377964,46.435835809539725,1.7511161160698665,9.062582354274335,3.0104123229674595,2.17753872616334,-0.0397469572225255,0.5637476260238689,43.64713211485608,1.7674595959488335,5.502,daily,5,origin1,daily|M01AB|A_lag1,-0.0108509994821226,5,linear,0.0,2.769888247870344,0.0,-0.0289596759465116,3.0104123229674595,5.0,,,,,,,
AR-LRX-g [linear],M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,7.6722809056902435,2.769888247870344,2.1559373455781445,-0.0034731071494928,0.5387082631377964,46.435835809539725,1.7511161160698665,9.062582354274335,3.0104123229674595,2.17753872616334,-0.0397469572225255,0.5637476260238689,43.64713211485608,1.7674595959488335,5.615,daily,5,origin1,daily|M01AB|A_lag1,-0.0556138860904062,5,linear,0.0,2.769888247870344,0.0,-0.1219030046131306,3.0104123229674595,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,2.769888247870344
AR-LRX-Aug [linear],M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,7.640249020017639,2.7641000379902385,2.1729567853446605,0.0007164078381435,0.5375825294575347,46.77943178655003,1.725860035802823,8.825134447703242,2.9707127844514423,2.170909982125332,-0.0125046405510844,0.5563132555152513,43.68886181879256,1.6897411865073837,5.569,daily,5,origin1,daily|M01AB|A_lag1,-0.0278907273630326,5,linear,0.1999999999999999,2.769888247870344,0.209,-0.1230326745948633,3.0104123229674595,5.0,True,global,1.0,"{""0"": 0.2}",0.2,0.2,2.7769849890688048
XGBoost,M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.824642106046213,2.7972561745478752,2.198009577062395,-0.0234007361048975,0.5440309790478953,47.35830211201363,1.7195928452901432,9.01013685037922,3.001688999609923,2.191879730436537,-0.0337299025946875,0.5621140448707721,44.328914575165015,1.6664805567707617,4.916,daily,5,origin1,daily|M01AB|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AB,A_lag1,pacf_train,1,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.870769372027959,2.8054891502246018,2.208105289705229,-0.02943381433652,0.5456321887828639,47.52529969720338,1.7214265418841916,9.054953986706876,3.009145059100155,2.1981471321917505,-0.0388717572346211,0.563510310692913,44.40115465025634,1.6615040750770014,4.939,daily,5,origin1,daily|M01AB|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,14.736242222222224,3.838781345977161,3.065444444444444,-0.927382867260974,0.7465944638911401,66.28327566649546,1.925086892500662,19.87764777777778,4.458435575151645,3.332333333333333,-1.2805556943642755,0.8349130290546152,64.49335313361964,1.870305694918984,0.0,daily,5,origin1,daily|M01AB|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,14.64809777777778,3.827283341716129,3.021444444444445,-0.9158542774410898,0.7443582473543272,65.09745357744107,1.6797030323973097,17.49067888888889,4.182185898413518,3.263666666666667,-1.006699574531444,0.7831808798527188,64.09129078562236,2.1040494076719094,0.0,daily,5,origin1,daily|M01AB|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,7.503833880545214,2.739312665714744,2.124241936473737,0.018558419301397,0.5327616987700337,45.94890460106179,1.6395934005943835,9.182146387540856,3.030205667531637,2.196098700322031,-0.0534644976455906,0.5674542448561118,43.78191217495531,1.7956199741703058,0.008,daily,5,origin1,daily|M01AB|B_rich,,5,linear,0.0,2.739312665714744,0.0,,3.030205667531637,,,,,,,,
AR-LRX [linear],M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,7.497877610337955,2.7382252665436337,2.1260583397043864,0.0193374519053084,0.5325502133719291,46.00894190774519,1.6247271165609107,9.19509030721367,3.0323407307249743,2.203586931529189,-0.0549495490987224,0.5678540694241525,43.97918284016962,1.7773339262441925,6.688,daily,5,origin1,daily|M01AB|B_rich,-0.0240618087095296,5,linear,0.2,2.739312665714744,0.0397,-0.0129846246122593,3.030205667531637,5.0,,,,,,,
AR-LRX-g [linear],M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,7.503833880545214,2.739312665714744,2.124241936473737,0.018558419301397,0.5327616987700337,45.94890460106179,1.6395934005943835,9.182146387540856,3.030205667531637,2.196098700322031,-0.0534644976455906,0.5674542448561118,43.78191217495531,1.7956199741703058,6.591,daily,5,origin1,daily|M01AB|B_rich,-0.1615124459214862,5,linear,0.0,2.739312665714744,0.0,-0.1789746404603527,3.030205667531637,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,2.739312665714744
AR-LRX-Aug [linear],M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,7.503833880545214,2.739312665714744,2.124241936473737,0.018558419301397,0.5327616987700337,45.94890460106179,1.6395934005943835,9.182146387540856,3.030205667531637,2.196098700322031,-0.0534644976455906,0.5674542448561118,43.78191217495531,1.7956199741703058,7.01,daily,5,origin1,daily|M01AB|B_rich,-0.0309320158118389,5,linear,0.0,2.739312665714744,0.0,-0.0992385552959798,3.030205667531637,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,2.739312665714744
XGBoost,M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.711920568874746,2.777034491841026,2.1703665761947635,-0.008657658715196,0.5400981172881814,46.670734143365706,1.6214401839682662,9.207414871508366,3.034372236807536,2.225504120084975,-0.0563635421222958,0.5682345012748194,44.792349098227376,1.686032651767813,6.257,daily,5,origin1,daily|M01AB|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AB,B_rich,pacf_train,8,7,1739,180,90,2014-01-09,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.590219697177089,2.755035335014252,2.1584903735268592,0.007259843963137,0.5358195592727959,46.64912959579426,1.569741042760193,9.339634878120329,3.056081621639109,2.245697252727004,-0.0715330980153672,0.5722999291459006,44.98956868094061,1.7080330260655563,6.25,daily,5,origin1,daily|M01AB|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,9.375875294444445,3.062005110127095,2.359561111111111,-0.4067645563848587,0.7070081376132386,62.297019120416365,6.9697856168240175,5.683724044444444,2.3840562167122745,1.8956444444444445,-1.0883099352773096,0.7357289892335126,66.93524120443271,4.076216246986255,0.0,daily,5,origin1,daily|M01AE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,9.11972316111111,3.019887938502208,2.395905555555556,-0.3683312655294202,0.6972834043090498,64.16029059748764,2.3826879193249018,5.515430233333333,2.3484953126062087,1.8016111111111108,-1.0264755402502428,0.7247547563900162,65.02237810824214,10.420309742140958,0.0,daily,5,origin1,daily|M01AE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,6.59446214248615,2.5679684854931826,1.9360964896294857,0.0105611135881727,0.5929365076411203,49.40893429206853,4.735205371912532,3.190541593185241,1.7862087204985986,1.461483760811515,-0.1722665730889638,0.5512309346064062,48.90330500783474,6.40332814445011,0.009,daily,5,origin1,daily|M01AE|A_lag1,,5,linear,0.0,2.5679684854931826,0.0,,1.7862087204985986,,,,,,,,
AR-LRX [linear],M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,6.539485707902046,2.557241816469856,1.957793835395812,0.018809826074265,0.5904597507396071,50.02234524886708,5.00754492201559,3.1486676384450094,1.7744485448851453,1.4408163292757823,-0.1568812737623979,0.5476016988288931,48.45115849773095,5.8983678844489535,5.15,daily,5,origin1,daily|M01AE|A_lag1,-0.1380294638209043,5,linear,0.8,2.5679684854931826,0.4177,-0.0148875283405627,1.7862087204985986,5.0,,,,,,,
AR-LRX-g [linear],M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,6.586949293674211,2.5665052685849314,1.938854947943572,0.0116883480163414,0.5925986550824145,49.47577544146553,4.798924361878002,3.195927374447441,1.7877156861334078,1.4645172054321836,-0.1742454130944135,0.5516959900424045,48.96596118251382,6.303799281002517,5.667,daily,5,origin1,daily|M01AE|A_lag1,-0.3027378234762459,5,linear,0.0999999999999999,2.5679684854931826,0.057,-0.0776296033954719,1.7862087204985986,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,2.580267382914312
AR-LRX-Aug [linear],M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,6.59446214248615,2.5679684854931826,1.9360964896294857,0.0105611135881727,0.5929365076411203,49.40893429206853,4.735205371912532,3.190541593185241,1.7862087204985986,1.461483760811515,-0.1722665730889638,0.5512309346064062,48.90330500783474,6.40332814445011,5.382,daily,5,origin1,daily|M01AE|A_lag1,-0.1319352412717902,5,linear,0.0,2.5679684854931826,0.0,-0.0574665185476754,1.7862087204985986,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,2.5679684854931826
XGBoost,M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,6.528064607318629,2.555007750931224,1.9701275171279908,0.0205234580276655,0.5899439114581669,50.344980591602,5.039743319253302,3.1591900198258607,1.777411044138598,1.4421114242341782,-0.1607473998108444,0.5485159375813473,48.469137135867385,5.848735722317632,5.154,daily,5,origin1,daily|M01AE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,A_lag1,pacf_train,1,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,6.542037315113855,2.55774066611802,1.9646198973403235,0.0184269806892038,0.5905749336828137,50.21144304962724,5.075864546446412,3.149909961189599,1.7747985691873878,1.4366784569642337,-0.1573377271211571,0.547709717685282,48.35716503332397,5.773521248920104,5.981,daily,5,origin1,daily|M01AE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,9.375875294444445,3.062005110127095,2.359561111111111,-0.4067645563848587,0.7070081376132386,62.297019120416365,6.9697856168240175,5.683724044444444,2.3840562167122745,1.8956444444444445,-1.0883099352773096,0.7357289892335126,66.93524120443271,4.076216246986255,0.0,daily,5,origin1,daily|M01AE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,9.11972316111111,3.019887938502208,2.395905555555556,-0.3683312655294202,0.6972834043090498,64.16029059748764,2.3826879193249018,5.515430233333333,2.3484953126062087,1.8016111111111108,-1.0264755402502428,0.7247547563900162,65.02237810824214,10.420309742140958,0.0,daily,5,origin1,daily|M01AE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,5.723769032576369,2.3924399747070706,1.811026092416555,0.1412006718207105,0.5524074813836287,46.75919018602895,4.745109142397928,2.95125477284,1.7179216433935511,1.3889380544865273,-0.0843479759860097,0.5301572779266606,47.52542163004762,5.862420145256724,0.012,daily,5,origin1,daily|M01AE|B_rich,,5,linear,0.0,2.3924399747070706,0.0,,1.7179216433935511,,,,,,,,
AR-LRX [linear],M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.583590742850051,2.362962281300751,1.7873205749354677,0.1622331454158402,0.5456011671004136,46.46127699781131,4.4061294653318175,2.9735280398246933,1.724392078335056,1.39846173603289,-0.0925316042500674,0.5321540792294334,47.64619527862355,5.920787027907661,7.41,daily,5,origin1,daily|M01AE|B_rich,-0.0626673417177838,5,linear,0.8,2.3924399747070706,1.2321,0.0127837212842737,1.7179216433935511,5.0,,,,,,,
AR-LRX-g [linear],M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.583590742850051,2.362962281300751,1.7873205749354677,0.1622331454158402,0.5456011671004136,46.46127699781131,4.4061294653318175,2.9735280409568734,1.7243920786633398,1.3984617363966882,-0.0925316046660522,0.532154079330743,47.64619529013131,5.920787028370662,7.494,daily,5,origin1,daily|M01AE|B_rich,-0.0626673417177838,5,linear,0.7999999999999998,2.3924399747070706,1.2321,0.0127837212842737,1.7179216433935511,5.0,False,global,1.0,"{""0"": 0.8}",0.8,0.8,2.3694023329237286
AR-LRX-Aug [linear],M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.581013316470638,2.362416838000999,1.805029927470668,0.1626198647314648,0.5454752258176064,46.97636826993038,4.3746432842530725,2.9890228340912754,1.7288790686717437,1.4168740252099472,-0.0982246907825865,0.5335387818392,48.14966765116797,5.8876742584672925,8.195,daily,5,origin1,daily|M01AE|B_rich,-0.167589826010545,5,linear,0.3999999999999999,2.3924399747070706,1.2549,-0.0281041940983941,1.7179216433935511,5.0,True,global,1.0,"{""0"": 0.4}",0.4,0.4,2.3736778037407427
XGBoost,M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.843603012958446,2.4173545484596266,1.8497998216629024,0.1232206762514527,0.5581601845159534,48.0400627927311,4.199735919628077,3.106511244378769,1.7625297853876878,1.4428098679648504,-0.1413922007751111,0.543923523450095,48.51473490080831,6.275393875850918,8.005,daily,5,origin1,daily|M01AE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,B_rich,pacf_train,15,14,1732,180,90,2014-01-16,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.588466412972827,2.363993742160251,1.787806125390858,0.1615015955922829,0.5458393284342676,46.53206558723089,4.322530926937926,2.989550786291643,1.7290317482023407,1.405015719822461,-0.0984186706128451,0.5335858993341379,47.784559199929134,5.935668839946127,7.923,daily,5,origin1,daily|M01AE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,9.099486111111112,3.0165354483432,2.3575,-0.9237351305477648,0.968303844318816,86.1091732840388,4.294000884036372,9.282000000000002,3.0466374907428686,2.3144444444444443,-1.3245615255543717,0.9307446509397764,78.158609634509,1.6319044269069318,0.0,daily,5,origin1,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,8.821819444444445,2.970154784593632,2.3169444444444447,-0.8650332308221838,0.953415713289084,87.41495435011215,3.534080001973519,7.410499999999999,2.722223356008834,2.1944444444444446,-0.8558676131351721,0.831636463139155,76.36419571500211,2.9603155719960346,0.0,daily,5,origin1,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,{},0,none,42,5.43080331369416,2.330408400622981,1.913934860635982,-0.1481337510798137,0.7480579796917282,64.29737298524014,3.638419839785773,4.560822884455573,2.1356083171910463,1.7292389591029298,-0.1422014007835956,0.6524261661479774,56.14088153339506,1.8439261382652807,0.006,daily,5,origin1,daily|N02BA|A_lag1,,5,linear,0.0,2.330408400622981,0.0,,2.1356083171910463,,,,,,,,
AR-LRX [linear],N02BA,A_lag1,pacf_train,1,1,1745,180,90,2014-01-03,2018-10-13,2018-10-14,2019-04-11,2019-04-12,2019-07-10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.389619905242037,2.3215554926044817,1.895214330571788,-0.1394271088950089,0.7452162080585051,63.88506026851062,3.5609222767879563,4.699518629486804,2.1678373161948303,1.7533526058097124,-0.1769360261507255,0.6622720925238789,56.55871941521751,1.8249964668805108,5.757,daily,5,origin1,daily|N02BA|A_lag1,-0.2587355099478481,5,linear,0.3,2.330408400622981,0.3799,-0.1877856431207583,2.1356083171910463,5.0,,,,,,,
