model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
AR-LRX [linear],N02BA,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,4.718362605741738,2.1721792296543434,1.7352165098717622,-0.1080093971262288,0.6585687406733733,55.81983879825444,3.041673913887525,3.1790859500262285,1.782999144707094,1.5127658807091355,-0.4014194932509582,0.6240323664150824,52.73035707347471,5.841378983910357,5.768,daily,5,origin0,daily|N02BA|B_rich,-0.3394629566249592,5,linear,0.0,2.1721792296543434,0.0,-0.1217217749409496,1.782999144707094,5.0,,,,,,,
AR-LRX-g [linear],N02BA,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,4.718362605741738,2.1721792296543434,1.7352165098717622,-0.1080093971262288,0.6585687406733733,55.81983879825444,3.041673913887525,3.1790859500262285,1.782999144707094,1.5127658807091355,-0.4014194932509582,0.6240323664150824,52.73035707347471,5.841378983910357,6.754,daily,5,origin0,daily|N02BA|B_rich,-0.3394629566249592,5,linear,0.0,2.1721792296543434,0.0,-0.1217217749409496,1.782999144707094,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,2.1721792296543434
AR-LRX-Aug [linear],N02BA,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,4.718362605741738,2.1721792296543434,1.7352165098717622,-0.1080093971262288,0.6585687406733733,55.81983879825444,3.041673913887525,3.1790859500262285,1.782999144707094,1.5127658807091355,-0.4014194932509582,0.6240323664150824,52.73035707347471,5.841378983910357,6.485,daily,5,origin0,daily|N02BA|B_rich,-0.5553626609759432,5,linear,0.0,2.1721792296543434,0.0,-0.2034095326728624,1.782999144707094,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,2.1721792296543434
XGBoost,N02BA,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.91495144095494,2.216968976092119,1.7776200090514287,-0.1541741994076944,0.6721482494468274,56.549202964977766,3.110805141980587,3.087466569920059,1.7571188263518376,1.4925415372848507,-0.3610314108717147,0.6149745065979599,52.310113555811725,5.627598063999111,7.168,daily,5,origin0,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.877174033298117,2.208432483300795,1.770060747684923,-0.1453029603401645,0.6695601263165624,56.46349368690344,3.1139914360148606,3.035929615385146,1.7423919235881309,1.477744218867083,-0.3383126502457494,0.6098202338049067,51.98171392645384,5.56978608269795,6.166,daily,5,origin0,daily|N02BA|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,246.3650229333333,15.696019334001004,11.940133333333334,0.1395847660279616,0.5331039386333796,43.543759504123,0.6309347355844808,112.97182833333332,10.628820646399737,8.397333333333334,0.3298169007510769,0.4288975782671261,36.77344465324622,0.5788734338307931,0.0,daily,5,origin0,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,224.710373,14.990342657858092,11.117366666666667,0.2152123468717465,0.5091361409740985,40.70303637663572,0.6590438363009334,167.25430055555557,12.932683424392462,9.571666666666667,0.0077968360545717,0.5218637876908928,40.630241193068905,0.6787591231668029,0.0,daily,5,origin0,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,199.28741092667224,14.116919314307646,10.825036218079587,0.3040005344161439,0.4794709491421522,37.98576550624224,0.6043529564848295,112.78445976301263,10.620002813700786,8.950466707627722,0.3309284278548858,0.4285417582551076,36.82976653560336,0.7477941571680172,0.008,daily,5,origin0,daily|N02BE|A_lag1,,5,linear,0.0,14.116919314307646,0.0,,10.620002813700786,,,,,,,,
AR-LRX [linear],N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,199.28741092667224,14.116919314307646,10.825036218079587,0.3040005344161439,0.4794709491421522,37.98576550624224,0.6043529564848295,112.78445976301263,10.620002813700786,8.950466707627722,0.3309284278548858,0.4285417582551076,36.82976653560336,0.7477941571680172,5.978,daily,5,origin0,daily|N02BE|A_lag1,-0.0724519440494639,5,linear,0.0,14.116919314307646,0.0,-0.0430523221734198,10.620002813700786,5.0,,,,,,,
AR-LRX-g [linear],N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,199.28741092667224,14.116919314307646,10.825036218079587,0.3040005344161439,0.4794709491421522,37.98576550624224,0.6043529564848295,112.78445976301263,10.620002813700786,8.950466707627722,0.3309284278548858,0.4285417582551076,36.82976653560336,0.7477941571680172,6.195,daily,5,origin0,daily|N02BE|A_lag1,-0.1537016421608736,5,linear,0.0,14.116919314307646,0.0,-0.0977938150331785,10.620002813700786,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,14.127657075033644
AR-LRX-Aug [linear],N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,198.7473391081641,14.097777807447674,10.7677626423108,0.3058867032178293,0.4788208217129432,37.66161877449668,0.6011143781323246,111.60922645877734,10.56452679767425,8.8660669792749,0.3379002677356127,0.4263031722710879,36.578351623402654,0.7346975163716759,5.89,daily,5,origin0,daily|N02BE|A_lag1,-0.0601595657050977,5,linear,0.2999999999999999,14.116919314307646,0.1356,-0.0173001297888331,10.620002813700786,5.0,True,global,1.0,"{""0"": 0.3}",0.3,0.3,14.138286048596948
XGBoost,N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,210.92076301459184,14.523111340707674,10.976319191657172,0.2633717420679905,0.4932669673877625,38.1982056041508,0.5989305600162572,114.96653691237412,10.72224495674176,8.935213958740233,0.3179836853617005,0.4326674659893865,36.58124974959331,0.7014176430775516,5.937,daily,5,origin0,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,207.54607459783483,14.406459474757662,10.942132681663402,0.2751576412557679,0.4893049711730807,38.113657377092366,0.6013454733325833,111.75119980269272,10.571244004500734,8.784890274336156,0.3370580388628075,0.4265742271544511,36.20457074797992,0.7117896667992274,5.721,daily,5,origin0,daily|N02BE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,246.3650229333333,15.696019334001004,11.940133333333334,0.1395847660279616,0.5331039386333796,43.543759504123,0.6309347355844808,112.97182833333332,10.628820646399737,8.397333333333334,0.3298169007510769,0.4288975782671261,36.77344465324622,0.5788734338307931,0.0,daily,5,origin0,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,224.710373,14.990342657858092,11.117366666666667,0.2152123468717465,0.5091361409740985,40.70303637663572,0.6590438363009334,167.25430055555557,12.932683424392462,9.571666666666667,0.0077968360545717,0.5218637876908928,40.630241193068905,0.6787591231668029,0.0,daily,5,origin0,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,199.28741092667224,14.116919314307646,10.825036218079587,0.3040005344161439,0.4794709491421522,37.98576550624224,0.6043529564848295,112.78445976301263,10.620002813700786,8.950466707627722,0.3309284278548858,0.4285417582551076,36.82976653560336,0.7477941571680172,0.009,daily,5,origin0,daily|N02BE|B_rich,,5,linear,0.0,14.116919314307646,0.0,,10.620002813700786,,,,,,,,
AR-LRX [linear],N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,199.28741092667224,14.116919314307646,10.825036218079587,0.3040005344161439,0.4794709491421522,37.98576550624224,0.6043529564848295,112.78445976301263,10.620002813700786,8.950466707627722,0.3309284278548858,0.4285417582551076,36.82976653560336,0.7477941571680172,5.959,daily,5,origin0,daily|N02BE|B_rich,-0.0724519440494639,5,linear,0.0,14.116919314307646,0.0,-0.0430523221734198,10.620002813700786,5.0,,,,,,,
AR-LRX-g [linear],N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,199.28741092667224,14.116919314307646,10.825036218079587,0.3040005344161439,0.4794709491421522,37.98576550624224,0.6043529564848295,112.78445976301263,10.620002813700786,8.950466707627722,0.3309284278548858,0.4285417582551076,36.82976653560336,0.7477941571680172,6.21,daily,5,origin0,daily|N02BE|B_rich,-0.1537016421608736,5,linear,0.0,14.116919314307646,0.0,-0.0977938150331785,10.620002813700786,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,14.127657075033644
AR-LRX-Aug [linear],N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,198.7473391081641,14.097777807447674,10.7677626423108,0.3058867032178293,0.4788208217129432,37.66161877449668,0.6011143781323246,111.60922645877734,10.56452679767425,8.8660669792749,0.3379002677356127,0.4263031722710879,36.578351623402654,0.7346975163716759,5.958,daily,5,origin0,daily|N02BE|B_rich,-0.0601595657050977,5,linear,0.2999999999999999,14.116919314307646,0.1356,-0.0173001297888331,10.620002813700786,5.0,True,global,1.0,"{""0"": 0.3}",0.3,0.3,14.138286048596948
XGBoost,N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,210.92076301459184,14.523111340707674,10.976319191657172,0.2633717420679905,0.4932669673877625,38.1982056041508,0.5989305600162572,114.96653691237412,10.72224495674176,8.935213958740233,0.3179836853617005,0.4326674659893865,36.58124974959331,0.7014176430775516,5.552,daily,5,origin0,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,207.54607459783483,14.406459474757662,10.942132681663402,0.2751576412557679,0.4893049711730807,38.113657377092366,0.6013454733325833,111.75119980269272,10.571244004500734,8.784890274336156,0.3370580388628075,0.4265742271544511,36.20457074797992,0.7117896667992274,5.652,daily,5,origin0,daily|N02BE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,33.14822222222222,5.757449280907494,4.405555555555556,-0.8140613560797878,0.6527720273137748,55.36493836511818,1.6700471168649995,25.040444444444443,5.004042810013164,3.931111111111112,-0.6968902944055417,0.6229098933626346,49.95469975485596,1.0544557892530002,0.0,daily,5,origin0,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,33.988,5.829922812525051,4.466666666666667,-0.8600188256583507,0.6609889810119105,55.78792729054979,1.4403828633364333,24.312,4.930720028555667,3.937777777777778,-0.6475265416760787,0.6137825761687553,50.956225672420686,1.1982439472313473,0.0,daily,5,origin0,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,18.75929038003571,4.331199646753277,3.4115692338186414,-0.0266162546445221,0.4910657195865394,42.94131328045784,1.4469546850761237,15.29015773147088,3.910263128162973,3.221445230318396,-0.0361525456158267,0.4867547462443535,40.859068893040345,1.0705962681236316,0.009,daily,5,origin0,daily|N05B|A_lag1,,5,linear,0.0,4.331199646753277,0.0,,3.910263128162973,,,,,,,,
AR-LRX [linear],N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,18.73968401510233,4.328935667701974,3.405713910460926,-0.0255432815987761,0.4908090326192714,42.909079337203416,1.4374568494945337,15.420602270652116,3.926907469071829,3.225736869707452,-0.044992247841797,0.4888266559010575,40.84333344651234,1.0710544441197982,5.588,daily,5,origin0,daily|N05B|A_lag1,-0.0997373664800418,5,linear,0.2,4.331199646753277,0.0523,-0.026536714703174,3.910263128162973,5.0,,,,,,,
AR-LRX-g [linear],N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,18.75929038003571,4.331199646753277,3.4115692338186414,-0.0266162546445221,0.4910657195865394,42.94131328045784,1.4469546850761237,15.29015773147088,3.910263128162973,3.221445230318396,-0.0361525456158267,0.4867547462443535,40.859068893040345,1.0705962681236316,6.437,daily,5,origin0,daily|N05B|A_lag1,-0.1203145099066962,5,linear,0.0,4.331199646753277,0.0,-0.1315597307818186,3.910263128162973,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,4.341284618514403
AR-LRX-Aug [linear],N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,17.975254256824226,4.239723370318425,3.3860646315258616,0.0162907110248186,0.4806942596732908,43.04068163749393,1.381659338010524,16.75927527774433,4.093809384637288,3.394031720724542,-0.1357087380445671,0.5096028279631478,42.69168540637205,1.1218719575390397,6.57,daily,5,origin0,daily|N05B|A_lag1,-0.3083843333095406,5,linear,0.5,4.331199646753277,2.112,0.0136061743606392,3.910263128162973,5.0,True,global,1.0,"{""0"": 0.5}",0.5,0.5,4.244906074513566
XGBoost,N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,18.948879720738297,4.353031095769739,3.416239837540521,-0.0369916736998052,0.4935409405634625,43.15832642434477,1.402195368160375,15.979779718396792,3.997471665740333,3.24429680718316,-0.0828854564081857,0.4976105807975518,40.85491700007544,1.0783028689680798,5.888,daily,5,origin0,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,A_lag1,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,19.109165059906147,4.371403099681628,3.431608969426132,-0.0457634092632168,0.4956239342042662,43.261705803866654,1.411851947916288,16.214590248913776,4.0267344398300935,3.259988924149181,-0.0987976224698741,0.501253249771381,40.92802049105383,1.0766124065167582,5.489,daily,5,origin0,daily|N05B|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05B,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,33.14822222222222,5.757449280907494,4.405555555555556,-0.8140613560797878,0.6527720273137748,55.36493836511818,1.6700471168649995,25.040444444444443,5.004042810013164,3.931111111111112,-0.6968902944055417,0.6229098933626346,49.95469975485596,1.0544557892530002,0.0,daily,5,origin0,daily|N05B|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05B,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,33.988,5.829922812525051,4.466666666666667,-0.8600188256583507,0.6609889810119105,55.78792729054979,1.4403828633364333,24.312,4.930720028555667,3.937777777777778,-0.6475265416760787,0.6137825761687553,50.956225672420686,1.1982439472313473,0.0,daily,5,origin0,daily|N05B|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05B,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,{},0,none,42,18.75929038003571,4.331199646753277,3.4115692338186414,-0.0266162546445221,0.4910657195865394,42.94131328045784,1.4469546850761237,15.29015773147088,3.910263128162973,3.221445230318396,-0.0361525456158267,0.4867547462443535,40.859068893040345,1.0705962681236316,0.01,daily,5,origin0,daily|N05B|B_rich,,5,linear,0.0,4.331199646753277,0.0,,3.910263128162973,,,,,,,,
AR-LRX [linear],N05B,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,18.73968401510233,4.328935667701974,3.405713910460926,-0.0255432815987761,0.4908090326192714,42.909079337203416,1.4374568494945337,15.420602270652116,3.926907469071829,3.225736869707452,-0.044992247841797,0.4888266559010575,40.84333344651234,1.0710544441197982,5.033,daily,5,origin0,daily|N05B|B_rich,-0.0997373664800418,5,linear,0.2,4.331199646753277,0.0523,-0.026536714703174,3.910263128162973,5.0,,,,,,,
AR-LRX-g [linear],N05B,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,18.75929038003571,4.331199646753277,3.4115692338186414,-0.0266162546445221,0.4910657195865394,42.94131328045784,1.4469546850761237,15.29015773147088,3.910263128162973,3.221445230318396,-0.0361525456158267,0.4867547462443535,40.859068893040345,1.0705962681236316,5.844,daily,5,origin0,daily|N05B|B_rich,-0.1203145099066962,5,linear,0.0,4.331199646753277,0.0,-0.1315597307818186,3.910263128162973,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,4.341284618514403
AR-LRX-Aug [linear],N05B,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,17.975254256824226,4.239723370318425,3.3860646315258616,0.0162907110248186,0.4806942596732908,43.04068163749393,1.381659338010524,16.75927527774433,4.093809384637288,3.394031720724542,-0.1357087380445671,0.5096028279631478,42.69168540637205,1.1218719575390397,6.615,daily,5,origin0,daily|N05B|B_rich,-0.3083843333095406,5,linear,0.5,4.331199646753277,2.112,0.0136061743606392,3.910263128162973,5.0,True,global,1.0,"{""0"": 0.5}",0.5,0.5,4.244906074513566
XGBoost,N05B,B_rich,pacf_train,1,1,1835,180,90,2014-01-03,2019-01-11,2019-01-12,2019-07-10,2019-07-11,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,18.948879720738297,4.353031095769739,3.416239837540521,-0.0369916736998052,0.4935409405634625,43.15832642434477,1.402195368160375,15.979779718396792,3.997471665740333,3.24429680718316,-0.0828854564081857,0.4976105807975518,40.85491700007544,1.0783028689680798,5.449,daily,5,origin0,daily|N05B|B_rich,,5,,,,,,,,,,,,,,
