model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
AR-LRX-g [linear],M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,53.0614683834258,7.284330331844225,5.794794692892386,-0.0797637160769535,0.2114901091875053,16.615655355185332,0.2185907443432074,75.19148156849673,8.671302184129944,6.475317760284488,-0.019182881424649,0.2358026590882624,18.69895700095755,0.5749275958283854,5.605,weekly,2,seed2,weekly|M01AB|B_rich,-0.1808480843460531,5,linear,0.0,7.284330331844225,0.0,-0.2077993048419015,8.671302184129944,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,7.284330331844225
AR-LRX-Aug [linear],M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,52.995883670902266,7.279827173147881,5.7624881318034085,-0.0784291131142063,0.2113593664176154,16.52113730106829,0.2185772581534139,74.24457357260674,8.616529090800237,6.431389225515138,-0.0063480176932295,0.2343131894815783,18.583046238787308,0.5679361827771053,5.521,weekly,2,seed2,weekly|M01AB|B_rich,-0.0127694922539665,5,linear,0.0999999999999999,7.284330331844225,0.0618,-0.1371328057674929,8.671302184129944,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,7.279827173147881
XGBoost,M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,62.39571529727455,7.899095853151457,6.255661716037325,-0.269709102843245,0.2293389465277887,17.842812558841477,0.2330505653511505,81.8801780796673,9.048766660692898,6.852128897772895,-0.1098448133486764,0.2460672220564176,19.85172434507976,0.5453366608333998,5.292,weekly,2,seed2,weekly|M01AB|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AB,B_rich,pacf_train,3,2,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,63.94900639830561,7.996812264790615,6.318265624643841,-0.3013174887868661,0.2321760027327541,18.19652187218512,0.2305487070272631,88.1315442048303,9.387840231109086,7.118570443657318,-0.1945789508783388,0.2552878036752913,20.680731025367606,0.5792993283960727,5.28,weekly,2,seed2,weekly|M01AB|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,45.908203888888885,6.775559304506816,5.505622222222224,-0.5028531878042071,0.2521991261150493,20.14832613520521,0.2609274473557304,99.00320602173912,9.9500354784161,7.71463043478261,0.0553625698283433,0.3759201938377401,30.265748716527487,0.717837483642111,0.0,weekly,2,seed2,weekly|M01AE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,57.89583167521637,7.608931046817047,5.929825926,-0.8952807520908783,0.2832187978047084,22.669814585063577,0.2870582277992738,110.82956356521738,10.527562090304544,7.920347826086957,-0.0574784223685096,0.3977396050708463,29.493879602230432,0.6388227637679597,0.0,weekly,2,seed2,weekly|M01AE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,28.86272463150085,5.372403989975144,4.376200802707008,0.0551484474071438,0.1999710327245609,16.335850128153716,0.2131124701590943,85.1469526480301,9.227510641989534,7.280131693320726,0.1875717790520701,0.3486226352359398,27.57759171854261,0.6299231042993104,0.008,weekly,2,seed2,weekly|M01AE|A_lag1,,5,linear,0.0,5.372403989975144,0.0,,9.227510641989534,,,,,,,,
AR-LRX [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,28.717144954020853,5.358838022745309,4.358894823226236,0.0599141507857784,0.1994660817785933,16.25796957776644,0.2084189555195935,84.79818300078132,9.208592889295376,7.243197515928111,0.1908995587931284,0.347907907607562,27.473600733092702,0.6304469580943552,4.975,weekly,2,seed2,weekly|M01AE|A_lag1,-0.018691511250934,5,linear,0.2,5.372403989975144,0.2525,-0.0994095045624092,9.227510641989534,5.0,,,,,,,
AR-LRX-g [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,28.717144954020853,5.358838022745309,4.358894823226236,0.0599141507857784,0.1994660817785933,16.25796957776644,0.2084189555195935,84.79818298019919,9.208592888177824,7.243197515290357,0.1908995589895125,0.34790790756534,27.473600730344906,0.6304469580194205,4.797,weekly,2,seed2,weekly|M01AE|A_lag1,-0.018691511250934,5,linear,0.1999999999999999,5.372403989975144,0.2525,-0.0994095045624092,9.227510641989534,5.0,False,global,1.0,"{""0"": 0.2}",0.2,0.2,5.812159469293392
AR-LRX-Aug [linear],M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,2,28.770561502946425,5.363819674723081,4.293684410063357,0.0581655040509031,0.1996515082827297,16.016221743206025,0.211614858911123,84.61826849777457,9.198818864276792,7.255560926663129,0.1926162100067626,0.3475386372278201,27.498862500974813,0.6252439341434266,5.362,weekly,2,seed2,weekly|M01AE|A_lag1,-0.0001885414613744,5,linear,0.0999999999999999,5.372403989975144,0.1598,-0.3310833344154347,9.227510641989534,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,5.372926707730647
XGBoost,M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,32.10522159013431,5.666146979220916,4.422435629611544,-0.0509980902034716,0.2109047020883476,16.359936473815043,0.207902293861989,94.50784917790476,9.721514757377308,7.502885467197583,0.0982549417756901,0.3672865006277821,28.204548667047582,0.6291142222159196,4.725,weekly,2,seed2,weekly|M01AE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,31.4956681326652,5.612100153477769,4.419218884126431,-0.0310437186730216,0.2088929770618029,16.32471324624507,0.2027638445771205,86.0807114697799,9.277969145765676,7.304850213478198,0.178662334911603,0.3505289973349932,27.595816620210428,0.6360303464238447,4.88,weekly,2,seed2,weekly|M01AE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,45.908203888888885,6.775559304506816,5.505622222222224,-0.5028531878042071,0.2521991261150493,20.14832613520521,0.2609274473557304,99.00320602173912,9.9500354784161,7.71463043478261,0.0553625698283433,0.3759201938377401,30.265748716527487,0.717837483642111,0.0,weekly,2,seed2,weekly|M01AE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,57.89583167521637,7.608931046817047,5.929825926,-0.8952807520908783,0.2832187978047084,22.669814585063577,0.2870582277992738,110.82956356521738,10.527562090304544,7.920347826086957,-0.0574784223685096,0.3977396050708463,29.493879602230432,0.6388227637679597,0.0,weekly,2,seed2,weekly|M01AE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,28.86272463150085,5.372403989975144,4.376200802707008,0.0551484474071438,0.1999710327245609,16.335850128153716,0.2131124701590943,85.1469526480301,9.227510641989534,7.280131693320726,0.1875717790520701,0.3486226352359398,27.57759171854261,0.6299231042993104,0.008,weekly,2,seed2,weekly|M01AE|B_rich,,5,linear,0.0,5.372403989975144,0.0,,9.227510641989534,,,,,,,,
AR-LRX [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,28.717144954020853,5.358838022745309,4.358894823226236,0.0599141507857784,0.1994660817785933,16.25796957776644,0.2084189555195935,84.79818300078132,9.208592889295376,7.243197515928111,0.1908995587931284,0.347907907607562,27.473600733092702,0.6304469580943552,5.073,weekly,2,seed2,weekly|M01AE|B_rich,-0.018691511250934,5,linear,0.2,5.372403989975144,0.2525,-0.0994095045624092,9.227510641989534,5.0,,,,,,,
AR-LRX-g [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,28.717144954020853,5.358838022745309,4.358894823226236,0.0599141507857784,0.1994660817785933,16.25796957776644,0.2084189555195935,84.79818298019919,9.208592888177824,7.243197515290357,0.1908995589895125,0.34790790756534,27.473600730344906,0.6304469580194205,4.633,weekly,2,seed2,weekly|M01AE|B_rich,-0.018691511250934,5,linear,0.1999999999999999,5.372403989975144,0.2525,-0.0994095045624092,9.227510641989534,5.0,False,global,1.0,"{""0"": 0.2}",0.2,0.2,5.812159469293392
AR-LRX-Aug [linear],M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,2,28.770561502946425,5.363819674723081,4.293684410063357,0.0581655040509031,0.1996515082827297,16.016221743206025,0.211614858911123,84.61826849777457,9.198818864276792,7.255560926663129,0.1926162100067626,0.3475386372278201,27.498862500974813,0.6252439341434266,4.694,weekly,2,seed2,weekly|M01AE|B_rich,-0.0001885414613744,5,linear,0.0999999999999999,5.372403989975144,0.1598,-0.3310833344154347,9.227510641989534,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,5.372926707730647
XGBoost,M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,32.10522159013431,5.666146979220916,4.422435629611544,-0.0509980902034716,0.2109047020883476,16.359936473815043,0.207902293861989,94.50784917790476,9.721514757377308,7.502885467197583,0.0982549417756901,0.3672865006277821,28.204548667047582,0.6291142222159196,4.679,weekly,2,seed2,weekly|M01AE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,31.4956681326652,5.612100153477769,4.419218884126431,-0.0310437186730216,0.2088929770618029,16.32471324624507,0.2027638445771205,86.0807114697799,9.277969145765676,7.304850213478198,0.178662334911603,0.3505289973349932,27.595816620210428,0.6360303464238447,4.987,weekly,2,seed2,weekly|M01AE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,49.19444444444444,7.01387513750027,5.391111111111111,-0.5938228589736254,0.3180094520780979,25.109810773395424,0.3725147465421816,38.93119565217392,6.2394868100007965,5.060869565217392,-0.3633468510784168,0.2954211242448012,25.279798597319925,0.73400085945753,0.0,weekly,2,seed2,weekly|N02BA|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,65.91587345219507,8.118859122573507,6.734814814666667,-1.1355709382177106,0.368109481628018,30.532345050571653,0.437846578175141,51.94179347826088,7.207065524765325,5.744565217391305,-0.8189700930492263,0.3412330957122175,27.667323161502104,0.8050507911847538,0.0,weekly,2,seed2,weekly|N02BA|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,0.006,weekly,2,seed2,weekly|N02BA|A_lag1,,5,linear,0.0,7.467469664298522,0.0,,6.866150201655364,,,,,,,,
AR-LRX [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,2,55.142728712823725,7.425815020105452,6.27840743532423,-0.7865379418591028,0.3366868271080557,27.27558587477112,0.4665180465423912,47.03885577475789,6.858487863571524,5.396417814351443,-0.6472721894239315,0.3247289812405847,25.525974466220624,0.9395100337682224,5.27,weekly,2,seed2,weekly|N02BA|A_lag1,-1.4450578081980407,5,linear,0.1,7.467469664298522,0.5578,-2.1134151764997844,6.866150201655364,5.0,,,,,,,
AR-LRX-g [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,2,55.29047693918308,7.435756648733408,6.289158151605736,-0.7913247527115006,0.337137581050885,27.296798634777964,0.4659712031817018,47.15122013293276,6.866674605144237,5.396501193070041,-0.6512071210725721,0.3251165990804743,25.52172150960465,0.9355339052234192,5.405,weekly,2,seed2,weekly|N02BA|A_lag1,-1.9887125352709023,5,linear,0.0999999999999999,7.467469664298522,0.4247,-2.91389635195673,6.866150201655364,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,7.473061041521722
AR-LRX-Aug [linear],N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,4.72,weekly,2,seed2,weekly|N02BA|A_lag1,-1.3288166627591045,5,linear,0.0,7.467469664298522,0.0,-1.84034670158946,6.866150201655364,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,7.467469664298522
XGBoost,N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,64.1610248871377,8.010057733071447,6.669601330227324,-1.0787165964599923,0.3631764211468162,28.435067208477584,0.4871374476685316,50.83254875512729,7.129694857083807,5.538708910734757,-0.7801250158553259,0.3375698249455562,25.92056649212566,0.959178672178754,4.614,weekly,2,seed2,weekly|N02BA|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,63.80622284920064,7.987879746791425,6.478266239832851,-1.067221566790268,0.3621708701316011,27.562829692413825,0.4767330111007806,46.865197657791775,6.84581606952683,5.171648342251812,-0.6411907875310838,0.3241290095190511,24.39434193410992,0.8769453794834198,5.156,weekly,2,seed2,weekly|N02BA|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,49.19444444444444,7.01387513750027,5.391111111111111,-0.5938228589736254,0.3180094520780979,25.109810773395424,0.3725147465421816,38.93119565217392,6.2394868100007965,5.060869565217392,-0.3633468510784168,0.2954211242448012,25.279798597319925,0.73400085945753,0.0,weekly,2,seed2,weekly|N02BA|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,65.91587345219507,8.118859122573507,6.734814814666667,-1.1355709382177106,0.368109481628018,30.532345050571653,0.437846578175141,51.94179347826088,7.207065524765325,5.744565217391305,-0.8189700930492263,0.3412330957122175,27.667323161502104,0.8050507911847538,0.0,weekly,2,seed2,weekly|N02BA|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,0.007,weekly,2,seed2,weekly|N02BA|B_rich,,5,linear,0.0,7.467469664298522,0.0,,6.866150201655364,,,,,,,,
AR-LRX [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,2,55.142728712823725,7.425815020105452,6.27840743532423,-0.7865379418591028,0.3366868271080557,27.27558587477112,0.4665180465423912,47.03885577475789,6.858487863571524,5.396417814351443,-0.6472721894239315,0.3247289812405847,25.525974466220624,0.9395100337682224,5.086,weekly,2,seed2,weekly|N02BA|B_rich,-1.4450578081980407,5,linear,0.1,7.467469664298522,0.5578,-2.1134151764997844,6.866150201655364,5.0,,,,,,,
AR-LRX-g [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,2,55.29047693918308,7.435756648733408,6.289158151605736,-0.7913247527115006,0.337137581050885,27.296798634777964,0.4659712031817018,47.15122013293276,6.866674605144237,5.396501193070041,-0.6512071210725721,0.3251165990804743,25.52172150960465,0.9355339052234192,5.65,weekly,2,seed2,weekly|N02BA|B_rich,-1.9887125352709023,5,linear,0.0999999999999999,7.467469664298522,0.4247,-2.91389635195673,6.866150201655364,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,7.473061041521722
AR-LRX-Aug [linear],N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,55.76310318721868,7.467469664298522,6.280953746808672,-0.806637102030147,0.3385754507742403,27.31280964135922,0.4743527058695995,47.144018591692,6.866150201655364,5.402531053338721,-0.6509549274676998,0.325091770136531,25.549350364411723,0.9667978071238208,4.982,weekly,2,seed2,weekly|N02BA|B_rich,-1.3288166627591045,5,linear,0.0,7.467469664298522,0.0,-1.84034670158946,6.866150201655364,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,7.467469664298522
XGBoost,N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,64.1610248871377,8.010057733071447,6.669601330227324,-1.0787165964599923,0.3631764211468162,28.435067208477584,0.4871374476685316,50.83254875512729,7.129694857083807,5.538708910734757,-0.7801250158553259,0.3375698249455562,25.92056649212566,0.959178672178754,5.036,weekly,2,seed2,weekly|N02BA|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,2,63.80622284920064,7.987879746791425,6.478266239832851,-1.067221566790268,0.3621708701316011,27.562829692413825,0.4767330111007806,46.865197657791775,6.84581606952683,5.171648342251812,-0.6411907875310838,0.3241290095190511,24.39434193410992,0.8769453794834198,5.209,weekly,2,seed2,weekly|N02BA|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,1680.9681508666667,40.999611594095214,33.66975555555555,0.5778299809887086,0.1966083430644854,16.091032387206173,0.1901027589132943,2872.5362513913046,53.59604697541886,41.5418695652174,0.6070022317317492,0.2638605401116403,20.08585888444381,0.3344249193079274,0.0,weekly,2,seed2,weekly|N02BE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,4928.619016884084,70.20412393074986,52.44873333333334,-0.2378076187729074,0.3366548107569486,28.57719475004721,0.2851328006650804,3827.384787608696,61.86586124518672,46.530130434782606,0.4763673812278127,0.3045739468456235,22.53129637433621,0.3785512957226687,0.0,weekly,2,seed2,weekly|N02BE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,2,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,0.005,weekly,2,seed2,weekly|N02BE|A_lag1,,5,linear,0.0,38.72250051105125,0.0,,51.34669565718882,,,,,,,,
AR-LRX [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,4.724,weekly,2,seed2,weekly|N02BE|A_lag1,0.045861655075574,5,linear,0.0,38.72250051105125,0.0,-0.7131933964083175,51.34669565718882,5.0,,,,,,,
AR-LRX-g [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,2,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,4.43,weekly,2,seed2,weekly|N02BE|A_lag1,0.045861655075574,5,linear,0.0,38.72250051105125,0.0,-0.7131933964083175,51.34669565718882,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,39.48196542408812
AR-LRX-Aug [linear],N02BE,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,2,1482.8728169186102,38.50808768192223,31.71462383441428,0.6275810193149145,0.1846605618774942,15.272462517727368,0.1884308299331249,2583.33945751726,50.82656251919128,38.93766346475815,0.6465678575886152,0.2502259960418854,18.8934305352079,0.3246273724837525,4.782,weekly,2,seed2,weekly|N02BE|A_lag1,0.0308899109677134,5,linear,0.0999999999999999,38.72250051105125,0.5537,-1.403311691700721,51.34669565718882,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,39.82688621785076
