model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
AR-LRX-g [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,1499.4320458283644,38.72250051105125,31.647842601792338,0.6234222195303742,0.1856887509121654,15.244489991691704,0.1862344902896344,2636.4831549119726,51.34669565718882,39.33803413707109,0.6392971557955466,0.252786681362296,19.063345346674403,0.3279954691336632,5.248,weekly,2,seed3,weekly|N02BE|B_rich,0.0596211514036235,5,linear,0.0,38.72250051105125,0.0,-0.9842370646269488,51.34669565718882,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,39.837504553741816
AR-LRX-Aug [linear],N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,3,1482.820206841336,38.50740457160592,31.64935145589013,0.6275942321752008,0.1846572861101833,15.236669119294785,0.1882583508940543,2589.677112697507,50.88887022422002,39.00641376679821,0.6457007895609499,0.250532745245041,18.929835583040788,0.3244122134573114,7.165,weekly,2,seed3,weekly|N02BE|B_rich,0.0009355206204917,5,linear,0.0999999999999999,38.72250051105125,0.5555,-1.3707951311189135,51.34669565718882,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,39.89329250837672
XGBoost,N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,2277.328384175576,47.721361927082256,34.78652952609592,0.4280559291104525,0.2288416287976621,15.802931534285108,0.223539486814281,2400.504486604873,48.994943479964064,36.53728974317469,0.6715818971834703,0.2412086894261398,18.312792559401068,0.3197901998091346,5.898,weekly,2,seed3,weekly|N02BE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,2357.676628937034,48.55591239938792,35.67813343502466,0.4078767127457759,0.2328436078209788,16.167427307484697,0.2235574211229779,2477.648139126228,49.77597953959548,37.904228824822255,0.661027710700264,0.2450538348831458,18.805335195139588,0.3218644746089035,5.229,weekly,2,seed3,weekly|N02BE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,426.96177777777774,20.663053447585565,15.013333333333332,-0.801173853632781,0.3220550724374308,22.340031684847204,0.2828881884247876,240.0434782608696,15.493336576117798,12.104347826086956,-0.5862350330555679,0.2638042206475491,21.2661248034866,0.3667312182996869,0.0,weekly,2,seed3,weekly|N05B|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,942.2986433552592,30.696883284060927,24.86833333177778,-2.975165382622386,0.4784426945770095,44.187967319122926,0.440706007994517,457.088695652174,21.379632729590423,16.165217391304346,-2.020494901632767,0.3640298732459134,26.617268981956737,0.5087289643221211,0.0,weekly,2,seed3,weekly|N05B|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,0.007,weekly,2,seed3,weekly|N05B|A_lag1,,5,linear,0.0,16.738353378463156,0.0,,12.970179331908016,,,,,,,,
AR-LRX [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,7.7,weekly,2,seed3,weekly|N05B|A_lag1,-0.1611859042008876,5,linear,0.0,16.738353378463156,0.0,-0.3074929824115906,12.970179331908016,5.0,,,,,,,
AR-LRX-g [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.787,weekly,2,seed3,weekly|N05B|A_lag1,-0.1611859042008876,5,linear,0.0,16.738353378463156,0.0,-0.3074929824115906,12.970179331908016,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
AR-LRX-Aug [linear],N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.908,weekly,2,seed3,weekly|N05B|A_lag1,-0.1035233858572082,5,linear,0.0,16.738353378463156,0.0,-0.264389583546786,12.970179331908016,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
XGBoost,N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,373.3449432545558,19.32213609450456,13.72600599500868,-0.5749867673778457,0.3011554877572406,20.36461791341633,0.2488064783048257,185.8156258770604,13.63142053775249,10.732350059177564,-0.2278911203537073,0.2321014749543287,18.63811957021137,0.3329483882328869,5.224,weekly,2,seed3,weekly|N05B|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,A_lag1,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,364.9840393037343,19.104555459463963,13.347687945514204,-0.5397155970465455,0.2977642683831665,19.81842189502437,0.244619576554406,190.01719174879824,13.784672348256894,10.89838276743593,-0.2556555529795263,0.2347108854085791,18.903415030869304,0.3356277681566205,5.163,weekly,2,seed3,weekly|N05B|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,426.96177777777774,20.663053447585565,15.013333333333332,-0.801173853632781,0.3220550724374308,22.340031684847204,0.2828881884247876,240.0434782608696,15.493336576117798,12.104347826086956,-0.5862350330555679,0.2638042206475491,21.2661248034866,0.3667312182996869,0.0,weekly,2,seed3,weekly|N05B|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,942.2986433552592,30.696883284060927,24.86833333177778,-2.975165382622386,0.4784426945770095,44.187967319122926,0.440706007994517,457.088695652174,21.379632729590423,16.165217391304346,-2.020494901632767,0.3640298732459134,26.617268981956737,0.5087289643221211,0.0,weekly,2,seed3,weekly|N05B|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},0,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,0.005,weekly,2,seed3,weekly|N05B|B_rich,,5,linear,0.0,16.738353378463156,0.0,,12.970179331908016,,,,,,,,
AR-LRX [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,4.299,weekly,2,seed3,weekly|N05B|B_rich,-0.1611859042008876,5,linear,0.0,16.738353378463156,0.0,-0.3074929824115906,12.970179331908016,5.0,,,,,,,
AR-LRX-g [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,5.065,weekly,2,seed3,weekly|N05B|B_rich,-0.1611859042008876,5,linear,0.0,16.738353378463156,0.0,-0.3074929824115906,12.970179331908016,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
AR-LRX-Aug [linear],N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,280.1724738223089,16.738353378463156,11.053311405027056,-0.1819309376658278,0.2608845601381415,16.80006438157009,0.223534293627507,168.22555190185386,12.970179331908016,9.770105004562676,-0.1116538796018928,0.2208425559919191,17.156348590497235,0.3310900704837283,5.389,weekly,2,seed3,weekly|N05B|B_rich,-0.1035233858572082,5,linear,0.0,16.738353378463156,0.0,-0.264389583546786,12.970179331908016,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,16.738353378463152
XGBoost,N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,373.3449432545558,19.32213609450456,13.72600599500868,-0.5749867673778457,0.3011554877572406,20.36461791341633,0.2488064783048257,185.8156258770604,13.63142053775249,10.732350059177564,-0.2278911203537073,0.2321014749543287,18.63811957021137,0.3329483882328869,4.207,weekly,2,seed3,weekly|N05B|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,B_rich,pacf_train,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,364.9840393037343,19.104555459463963,13.347687945514204,-0.5397155970465455,0.2977642683831665,19.81842189502437,0.244619576554406,190.01719174879824,13.784672348256894,10.89838276743593,-0.2556555529795263,0.2347108854085791,18.903415030869304,0.3356277681566205,5.23,weekly,2,seed3,weekly|N05B|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,3,28.023255813953487,5.293699633900046,3.930232558139535,-0.7170930540827152,1.1381454212885098,103.83645136372506,1.694474186562659,16.266666666666666,4.033195589934446,3.466666666666667,-1.0887761572606216,0.8249718252138639,83.43106601001338,1.7005504134034763,0.0,weekly,2,seed3,weekly|N05C|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,3,26.55813953488372,5.153458987406781,3.86046511627907,-0.6273197242841997,1.107993682292458,111.313739170882,1.3238583034523583,23.844444444444445,4.883077353927996,3.6222222222222222,-2.061826252377933,0.9988112769398172,94.92769692563294,1.404697471688822,0.0,weekly,2,seed3,weekly|N05C|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,3,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,0.012,weekly,2,seed3,weekly|N05C|A_lag1,,5,linear,0.0,4.083477623642329,0.0,,2.95509794238098,,,,,,,,
AR-LRX [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,4.477,weekly,2,seed3,weekly|N05C|A_lag1,-0.216882592375849,5,linear,0.0,4.083477623642329,0.0,-0.1095982469503895,2.95509794238098,5.0,,,,,,,
AR-LRX-g [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,4.462,weekly,2,seed3,weekly|N05C|A_lag1,-0.216882592375849,5,linear,0.0,4.083477623642329,0.0,-0.1095982469503895,2.95509794238098,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,4.124793022734568
AR-LRX-Aug [linear],N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,3,16.6747895027876,4.083477623642329,2.880965845650394,-0.0217287178769312,0.8779476890831007,71.7752895751267,0.703521993405679,8.7326038490643,2.95509794238098,2.392135351294518,-0.121339428938187,0.6044518518506549,57.40333488628655,1.0633393387073906,4.721,weekly,2,seed3,weekly|N05C|A_lag1,-0.2900202466973549,5,linear,0.0,4.083477623642329,0.0,-0.162972524463633,2.95509794238098,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,4.083477623642329
XGBoost,N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,17.536123480350874,4.187615488598598,2.993161212566287,-0.0745059754496544,0.9003373300486985,73.95030432898015,0.8222817560981073,9.73196888296442,3.11961037358264,2.5371814515855577,-0.2496662642994895,0.6381021218691764,61.77235267307878,1.0746597721125442,5.11,weekly,2,seed3,weekly|N05C|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,A_lag1,pacf_train,1,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,3,17.767257255901686,4.215122448506293,3.014721231078468,-0.0886684340589285,0.9062513264288528,74.49102068134,0.824129658811802,9.75722643957012,3.12365594129221,2.5445794959559147,-0.2529095459815786,0.6389296243552247,61.94158380261048,1.0868016080165654,4.746,weekly,2,seed3,weekly|N05C|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,3,28.023255813953487,5.293699633900046,3.930232558139535,-0.7170930540827152,1.1381454212885098,103.83645136372506,1.694474186562659,16.266666666666666,4.033195589934446,3.466666666666667,-1.0887761572606216,0.8249718252138639,83.43106601001338,1.7005504134034763,0.0,weekly,2,seed3,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=52),N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,3,26.55813953488372,5.153458987406781,3.86046511627907,-0.6273197242841997,1.107993682292458,111.313739170882,1.3238583034523583,23.844444444444445,4.883077353927996,3.6222222222222222,-2.061826252377933,0.9988112769398172,94.92769692563294,1.404697471688822,0.0,weekly,2,seed3,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},0,none,3,17.659626898755008,4.202335885999001,2.787213246262259,-0.0820735066210902,0.9035022154897852,68.904493375253,0.6035741439547535,8.649548295964209,2.941011440978122,2.4123457709263696,-0.1106744007182958,0.6015705220182522,58.05904326021262,1.1261556910723465,0.005,weekly,2,seed3,weekly|N05C|B_rich,,5,linear,0.0,4.202335885999001,0.0,,2.941011440978122,,,,,,,,
AR-LRX [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,3,16.5600331766171,4.069402066227556,2.910425691581223,-0.0146971548106118,0.8749214442389245,72.84216756910256,0.7129623799045998,9.642444709357378,3.105228608227964,2.445018829944401,-0.2381706110620605,0.635160397137538,58.504049208958165,1.2963535558623758,5.795,weekly,2,seed3,weekly|N05C|B_rich,-0.4414782965253834,5,linear,0.5,4.202335885999001,3.1633,-0.0438459786474767,2.941011440978122,5.0,,,,,,,
AR-LRX-g [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,3,16.56702272384971,4.0702607685318775,2.8905106333387574,-0.0151254313493545,0.8751060652343536,72.3243949742197,0.699036409443285,9.446733067671344,3.0735538172726606,2.436750315358409,-0.2130395980998396,0.6286814626239533,58.219703950741895,1.285805506005813,5.746,weekly,2,seed3,weekly|N05C|B_rich,-0.3765921298935479,5,linear,0.5,4.202335885999001,3.1429,-0.0290990130856572,2.941011440978122,5.0,False,global,1.0,"{""0"": 0.5}",0.5,0.5,4.101345070458031
AR-LRX-Aug [linear],N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,3,16.81220662393314,4.100269091649125,2.8600651260351224,-0.0301487953225207,0.8815578547045617,72.66602334662443,0.7486590815605739,9.316751204437304,3.052335368932664,2.482900062296179,-0.1963488388703578,0.6243413254634994,58.54595532891207,1.400613426749723,5.72,weekly,2,seed3,weekly|N05C|B_rich,-0.1832192807165198,5,linear,0.7999999999999997,4.202335885999001,2.4288,0.016227953332725,2.941011440978122,5.0,True,global,1.0,"{""0"": 0.8}",0.8,0.8,4.101772501117553
XGBoost,N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",12,none,3,16.31234145904041,4.038853978425119,2.9108919570612355,0.0004798728205949,0.8683536053614006,75.06197634464314,0.8379242666077009,10.861397893300913,3.295663498189843,2.566699759165446,-0.3946944029127679,0.6741129882661042,59.480715381163385,1.4424673433674895,5.712,weekly,2,seed3,weekly|N05C|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05C,B_rich,pacf_train,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",12,none,3,17.59312593050429,4.194416041656369,3.1150106016154866,-0.0779987356012208,0.9017994489561194,81.35310628274158,0.8957287718586057,11.436626577254192,3.381808181617372,2.6869238417552137,-0.4685585807824823,0.6917334916944623,63.3716082579039,1.4850699492056385,5.863,weekly,2,seed3,weekly|N05C|B_rich,,5,,,,,,,5.0,,,,,,,
