model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,note
RBFNN,N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""alpha"": 1.0, ""gamma"": 0.5, ""n_centers"": 10}",60,standard,42,1.6738166016370306,1.293760643100968,0.8507351802349492,-0.0018431696797425179,2.03120420966852,166.70403724733424,0.6343122951101671,1.3135227120152535,1.14609018493976,0.8552391768660531,-0.020351497358904957,1.6096199930709518,157.43051870493983,0.6160632974422098,14.52,
XGBoost,N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1.663909800270813,1.2899262770681172,0.8327761454400933,0.0040864293410892705,2.0251842549969443,168.11172452527413,0.6612747647804266,1.3453687688798135,1.1599003271315227,0.8549156139923048,-0.04508968537004088,1.6290155705491607,158.16710874820487,0.6295910645002329,6.459,
LR+XGB (average),N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",12,none,42,1.6319897882798118,1.2774935570404304,0.8351596842550378,0.023191775744036858,2.0056648845534757,167.2244497649577,0.6461007835717003,1.3357970502238168,1.1557668667269436,0.8576208203819328,-0.037654322910293025,1.6232103550476185,157.78113224798628,0.6242825599881869,6.984,
LR-XGB (residual),N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1.6421197038335154,1.281452185543228,0.8411689451717003,0.017128634359858452,2.011879931302868,168.17285953585875,0.6702855255126992,1.4270949294255526,1.1946107857480412,0.8727272986649869,-0.10857500581668966,1.677764481317249,158.93397025986246,0.6469173243162316,6.405,
Naive,R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,93.93055555555556,9.69177772937223,6.792063492063492,-0.7667535335805216,1.395137660117561,112.86347600867599,3.275596500445437,118.7064164918472,10.895247426830068,7.588590956908518,-0.8056465862630271,1.4818642834473201,116.8205138789049,4.156248040245456,0.0,
SeasonalNaive(s=7),R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,90.34960317460317,9.505240826754637,6.712698412698413,-0.699398877417658,1.3682855525774982,110.89724197734942,3.147523277675398,118.44248378881878,10.883128400823853,7.757097791798107,-0.8016318986133568,1.4802159728504856,117.31593920483728,2.6596602356187984,0.0,
LR,R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,55.86248272495644,7.474120866359899,5.098668280401342,-0.05072559365971152,1.0759045232050122,89.90307176351305,1.534883973521318,68.69126047976773,8.288019092628089,5.640236283663765,-0.044864664075809024,1.1272547554680319,91.40346584251877,1.8249838135443173,0.011,
GRNN,R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.2}",16,standard,42,54.8115839873124,7.40348458412067,5.0398716157429,-0.030959085869072922,1.0657363847814514,89.36287401705451,1.546165621012413,69.71824098347476,8.349744965175569,5.679466573568756,-0.06048609293769891,1.1356501009163127,91.5329847728738,1.9257713578432105,0.897,
P_NN,R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.05}",16,standard,42,89.18342245079366,9.443697498903365,6.345473015873016,-0.6774640139177253,1.359426350807522,151.86088703855296,0.9955137938437663,105.21862899340836,10.25761322108649,6.7896682439653,-0.6004834773718588,1.3951395567496154,144.96557645528594,1.532557022706117,0.737,
RBFNN,R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 0.01, ""gamma"": 0.5, ""n_centers"": 40}",60,standard,42,54.89388078091623,7.409040476398832,5.044531734622548,-0.032507018275540034,1.0665361590611822,89.4987824369335,1.5347444375865575,69.38571878381286,8.329809048460406,5.682169448795829,-0.05542808855663495,1.1329386138081603,91.21122251728033,1.9447800947718148,7.706,
XGBoost,R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,55.429034906935684,7.445067824199836,5.09006395718408,-0.042572810365908875,1.0717223190325367,89.70085900163357,1.6289123815332394,70.40643659736021,8.39085434251842,5.703273836379986,-0.07095425546519651,1.141241393671089,91.59110417243099,1.9652206403236616,6.382,
LR+XGB (average),R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",12,none,42,55.224749456416426,7.431335644177056,5.075858770156337,-0.03873037550081837,1.0697455628542318,89.51476638151661,1.6110947614839544,69.26063836450545,8.322297661373657,5.667343552006848,-0.05352548683715441,1.1319169888916312,91.39473804158914,1.9022858902989472,8.329,
LR-XGB (residual),R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,55.43221215249403,7.445281200364029,5.0996326770201525,-0.042632571641503025,1.071753034669105,89.79618600545632,1.64275653844751,70.5873331035046,8.401626812915735,5.716989898731606,-0.07370587722617317,1.14270655903181,91.76611491024876,1.9813444919931829,6.581,
Naive,R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,93.93055555555556,9.69177772937223,6.792063492063492,-0.7667535335805216,1.395137660117561,112.86347600867599,3.275596500445437,118.7064164918472,10.895247426830068,7.588590956908518,-0.8056465862630271,1.4818642834473201,116.8205138789049,4.156248040245456,0.0,
SeasonalNaive(s=7),R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,90.34960317460317,9.505240826754637,6.712698412698413,-0.699398877417658,1.3682855525774982,110.89724197734942,3.147523277675398,118.44248378881878,10.883128400823853,7.757097791798107,-0.8016318986133568,1.4802159728504856,117.31593920483728,2.6596602356187984,0.0,
LR,R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,55.86248272495644,7.474120866359899,5.098668280401342,-0.05072559365971152,1.0759045232050122,89.90307176351305,1.534883973521318,68.69126047976773,8.288019092628089,5.640236283663765,-0.044864664075809024,1.1272547554680319,91.40346584251877,1.8249838135443173,0.011,
GRNN,R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.2}",16,standard,42,54.8115839873124,7.40348458412067,5.0398716157429,-0.030959085869072922,1.0657363847814514,89.36287401705451,1.546165621012413,69.71824098347476,8.349744965175569,5.679466573568756,-0.06048609293769891,1.1356501009163127,91.5329847728738,1.9257713578432105,0.724,
P_NN,R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.05}",16,standard,42,89.18342245079366,9.443697498903365,6.345473015873016,-0.6774640139177253,1.359426350807522,151.86088703855296,0.9955137938437663,105.21862899340836,10.25761322108649,6.7896682439653,-0.6004834773718588,1.3951395567496154,144.96557645528594,1.532557022706117,0.82,
RBFNN,R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 0.01, ""gamma"": 0.5, ""n_centers"": 40}",60,standard,42,54.893880780916206,7.409040476398831,5.044531734622547,-0.03250701827553959,1.066536159061182,89.4987824369335,1.5347444375865562,69.38571878381312,8.329809048460422,5.682169448795867,-0.055428088556638944,1.1329386138081625,91.21122251728062,1.9447800947718503,6.532,
XGBoost,R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,55.429034906935684,7.445067824199836,5.09006395718408,-0.042572810365908875,1.0717223190325367,89.70085900163357,1.6289123815332394,70.40643659736021,8.39085434251842,5.703273836379986,-0.07095425546519651,1.141241393671089,91.59110417243099,1.9652206403236616,7.913,
LR+XGB (average),R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",12,none,42,55.224749456416426,7.431335644177056,5.075858770156337,-0.03873037550081837,1.0697455628542318,89.51476638151661,1.6110947614839544,69.26063836450545,8.322297661373657,5.667343552006848,-0.05352548683715441,1.1319169888916312,91.39473804158914,1.9022858902989472,9.043,
LR-XGB (residual),R03,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,55.43221215249403,7.445281200364029,5.0996326770201525,-0.042632571641503025,1.071753034669105,89.79618600545632,1.64275653844751,70.5873331035046,8.401626812915735,5.716989898731606,-0.07370587722617317,1.14270655903181,91.76611491024876,1.9813444919931829,7.333,
Naive,R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,9.688604444444444,3.112652316665715,2.3900952380952383,-0.26101835096991954,0.8855540821438769,82.50612949788051,1.5085810249979021,9.05630599369085,3.0093697004008746,2.3206940063091483,-0.2716879959630176,0.8359580036515833,78.61483989833405,1.431620528497761,0.0,
SeasonalNaive(s=7),R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,9.546223492063493,3.089696343018759,2.336063492063492,-0.24248678692367487,0.8790230744679456,83.76773845957486,1.4661327819832108,10.220126498422713,3.1968932572769324,2.403753943217666,-0.43511186507192323,0.8880492499424167,79.71016355745981,1.3420733814878152,0.0,
LR,R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,7.041915450053448,2.65366076393601,1.9937033643500504,0.0834609195354361,0.7549703221096851,67.28898489770721,1.5434353427329148,6.482149897726687,2.5460066570468127,1.8974653696979378,0.08977543175830482,0.7072426634803226,62.52055378314043,0.9984928028599571,0.01,
GRNN,R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.2}",16,standard,42,7.0569356508932675,2.656489347031768,1.9958017668262236,0.08150596833447887,0.755775058087976,67.18896071312372,1.533726476311011,6.5261035495688,2.5546239546298786,1.9017828349771917,0.08360345264614877,0.7096364201807545,62.55475181108271,0.994201237747331,0.865,
P_NN,R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.1}",16,standard,42,9.351272757936506,3.0579850813789964,2.2312619047619044,-0.21711301357181156,0.8700011747059104,81.63469107945983,0.9488915092416039,10.153654672712932,3.186479981533374,2.3615220820189275,-0.4257778802348644,0.8851565973045906,87.19594606296027,0.7031491014346236,0.878,
RBFNN,R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 0.01, ""gamma"": 1.0, ""n_centers"": 5}",60,standard,42,7.016956106895093,2.648953775907593,1.9943339856190974,0.08670949779366899,0.7536311772135946,67.1854710727523,1.480710615812839,6.508746359867755,2.551224482453035,1.8962515307837269,0.08604075211481188,0.7086920975293883,62.27101200095444,0.9937800612202647,6.06,
XGBoost,R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.228240714349805,2.688538769359632,2.0255604949224564,0.059209792464007927,0.7648931650544474,67.98405114229779,1.5384278643908864,6.4934038579783815,2.5482158185637225,1.9005164637700989,0.08819514878541335,0.7078563355895267,62.66185108888153,1.0122770332847484,9.969,
LR+XGB (average),R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.111015084246606,2.6666486615687877,2.008531106568605,0.07446727062939096,0.7586653977548485,67.62266792520137,1.5386968303325046,6.468803745134446,2.5433843093670383,1.896279799039413,0.09164950072811073,0.7065142144197194,62.50160524837898,1.0040025781133544,9.763,
LR-XGB (residual),R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.276050515424541,2.6974155251693315,2.0329130599651872,0.05298711747947649,0.7674186149099887,68.13065585253656,1.5452658412131282,6.4827238175658985,2.546119364359397,1.9025153338894756,0.08969484183889631,0.7072739718901907,62.71719457330026,1.0084620575633103,5.962,
Naive,R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,9.688604444444444,3.112652316665715,2.3900952380952383,-0.26101835096991954,0.8855540821438769,82.50612949788051,1.5085810249979021,9.05630599369085,3.0093697004008746,2.3206940063091483,-0.2716879959630176,0.8359580036515833,78.61483989833405,1.431620528497761,0.0,
SeasonalNaive(s=7),R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,9.546223492063493,3.089696343018759,2.336063492063492,-0.24248678692367487,0.8790230744679456,83.76773845957486,1.4661327819832108,10.220126498422713,3.1968932572769324,2.403753943217666,-0.43511186507192323,0.8880492499424167,79.71016355745981,1.3420733814878152,0.0,
LR,R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,7.041915450053448,2.65366076393601,1.9937033643500504,0.0834609195354361,0.7549703221096851,67.28898489770721,1.5434353427329148,6.482149897726687,2.5460066570468127,1.8974653696979378,0.08977543175830482,0.7072426634803226,62.52055378314043,0.9984928028599571,0.008,
GRNN,R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.2}",16,standard,42,7.0569356508932675,2.656489347031768,1.9958017668262236,0.08150596833447887,0.755775058087976,67.18896071312372,1.533726476311011,6.5261035495688,2.5546239546298786,1.9017828349771917,0.08360345264614877,0.7096364201807545,62.55475181108271,0.994201237747331,0.87,
P_NN,R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.1}",16,standard,42,9.351272757936506,3.0579850813789964,2.2312619047619044,-0.21711301357181156,0.8700011747059104,81.63469107945983,0.9488915092416039,10.153654672712932,3.186479981533374,2.3615220820189275,-0.4257778802348644,0.8851565973045906,87.19594606296027,0.7031491014346236,0.751,
RBFNN,R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 0.01, ""gamma"": 1.0, ""n_centers"": 5}",60,standard,42,7.016956106895093,2.648953775907593,1.9943339856190974,0.08670949779366899,0.7536311772135946,67.1854710727523,1.480710615812839,6.508746359867755,2.551224482453035,1.8962515307837269,0.08604075211481188,0.7086920975293883,62.27101200095444,0.9937800612202647,5.406,
XGBoost,R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.228240714349805,2.688538769359632,2.0255604949224564,0.059209792464007927,0.7648931650544474,67.98405114229779,1.5384278643908864,6.4934038579783815,2.5482158185637225,1.9005164637700989,0.08819514878541335,0.7078563355895267,62.66185108888153,1.0122770332847484,5.45,
LR+XGB (average),R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.111015084246606,2.6666486615687877,2.008531106568605,0.07446727062939096,0.7586653977548485,67.62266792520137,1.5386968303325046,6.468803745134446,2.5433843093670383,1.896279799039413,0.09164950072811073,0.7065142144197194,62.50160524837898,1.0040025781133544,5.231,
LR-XGB (residual),R06,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,7.276050515424541,2.6974155251693315,2.0329130599651872,0.05298711747947649,0.7674186149099887,68.13065585253656,1.5452658412131282,6.4827238175658985,2.546119364359397,1.9025153338894756,0.08969484183889631,0.7072739718901907,62.71719457330026,1.0084620575633103,5.734,
"ARIMA(5,1,0)",M01AB,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,7.2305944628138175,2.688976471227262,2.15702198286205,0.0005760804026082589,0.5447998639244814,47.20013691355038,1.3444854133898805,8.959264763684695,2.9932030942929173,2.4085440252821964,-0.06924813341313363,0.5625654442506136,48.19159540128816,2.320959908605792,1.39,univariat; tidak memakai fitur
"ARIMA(5,1,0)",M01AE,A_lag1,pacf_train,1,21,1459,312,314,2014-01-23,2018-01-20,2018-01-21,2018-11-28,2018-11-29,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,5.289339470753609,2.2998564022028876,1.711272027962508,-0.3223575393606166,0.5952088317113661,48.64662739364955,5.720734424104582,5.925083143726702,2.4341493675875157,1.9038915717790266,-0.06873541055247445,0.6343613015698624,52.43864209568697,4.55483407470335,0.531,univariat; tidak memakai fitur
"ARIMA(5,1,0)",N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,4.3166748085936355,2.0776608983647056,1.635516580749532,0.0009916498405243557,0.6594087485993776,58.17592624763608,2.5572551755215307,4.14414484035743,2.035717279083083,1.642474984661537,-0.0730861902928488,0.6642194199674101,57.34191908520108,3.8343606150785345,0.587,univariat; tidak memakai fitur
"ARIMA(5,1,0)",N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,239.81490887208972,15.485958442152999,13.323594541298561,-0.2985203521706403,0.5198263979068947,43.99340306681487,0.9912070074176763,299.48664164260833,17.30568235125701,12.440880212176657,-0.07950927069531155,0.5871267213015217,44.05899619385409,0.5792619266616157,1.032,univariat; tidak memakai fitur
"ARIMA(5,1,0)",N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,30.74642902971029,5.544946260308596,3.882507094484704,-0.3368031600185095,0.6049660820162123,45.01607086671276,0.6199963378793709,18.71165430467968,4.325696973284153,3.458244975748586,-0.0011381613969043691,0.5075680857754946,44.885372009923294,1.2490507316804662,0.797,univariat; tidak memakai fitur
"ARIMA(5,1,0)",N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,2.0764331210191083,1.4409833867949722,0.6369426751592356,-0.2428245349910152,2.2623439172681064,200.0,1.0,1.2889171259488292,1.1353048603563842,0.8740249132915582,-0.0012377459508685629,1.5944726038782995,153.42059886249672,0.5672230731613157,0.59,univariat; tidak memakai fitur
"ARIMA(5,1,0)",R03,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,53.165135001456356,7.2914425871329716,5.428133004948447,9.213492265125467e-06,1.0496078669927504,88.3203659822542,2.2180794207669936,73.19038461772016,8.555137907580459,7.087163763774723,-0.11330096584409066,1.1635856267009266,95.65515901721882,3.6120182193663934,0.738,univariat; tidak memakai fitur
"ARIMA(5,1,0)",R06,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""order"": [5, 1, 0]}",1,none,42,15.248445827625437,3.9049258415014028,2.901632954871753,-0.9846583811595548,1.1109570448635677,120.05154137464655,0.8248490955956206,10.671519547224143,3.266729181800068,2.3745108402353554,-0.4984965521641913,0.9074486278386408,82.87764853534507,0.6677313436010295,0.525,univariat; tidak memakai fitur
