category,feature_set,model,n_features,n_lags,lag_rule,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,scaler,seed,n_grid,params
N05C,A_lag1,RBFNN,1,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,standard,42,60,"{""alpha"": 0.01, ""gamma"": 1.0, ""n_centers"": 10}"
N05C,A_lag1,XGBoost,1,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
N05C,A_lag1,LR+XGB (average),1,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
N05C,A_lag1,LR-XGB (residual),1,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
N05C,B_rich,Naive,11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,0,{}
N05C,B_rich,SeasonalNaive(s=52),11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,0,{}
N05C,B_rich,LR,11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,1,{}
N05C,B_rich,GRNN,11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,standard,42,16,"{""sigma"": 1.5}"
N05C,B_rich,P_NN,11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,standard,42,16,"{""sigma"": 1.5}"
N05C,B_rich,RBFNN,11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,standard,42,60,"{""alpha"": 0.1, ""gamma"": 0.5, ""n_centers"": 20}"
N05C,B_rich,XGBoost,11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
N05C,B_rich,LR+XGB (average),11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}"
N05C,B_rich,LR-XGB (residual),11,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}"
R03,A_lag1,Naive,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R03,A_lag1,SeasonalNaive(s=52),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R03,A_lag1,LR,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,{}
R03,A_lag1,GRNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.2}"
R03,A_lag1,P_NN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.2}"
R03,A_lag1,RBFNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,60,"{""alpha"": 0.01, ""gamma"": 1.0, ""n_centers"": 5}"
R03,A_lag1,XGBoost,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R03,A_lag1,LR+XGB (average),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R03,A_lag1,LR-XGB (residual),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R03,B_rich,Naive,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R03,B_rich,SeasonalNaive(s=52),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R03,B_rich,LR,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,{}
R03,B_rich,GRNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.2}"
R03,B_rich,P_NN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.2}"
R03,B_rich,RBFNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,60,"{""alpha"": 0.01, ""gamma"": 1.0, ""n_centers"": 5}"
R03,B_rich,XGBoost,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R03,B_rich,LR+XGB (average),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R03,B_rich,LR-XGB (residual),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R06,A_lag1,Naive,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R06,A_lag1,SeasonalNaive(s=52),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R06,A_lag1,LR,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,{}
R06,A_lag1,GRNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.5}"
R06,A_lag1,P_NN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.35}"
R06,A_lag1,RBFNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,60,"{""alpha"": 0.01, ""gamma"": 0.01, ""n_centers"": 40}"
R06,A_lag1,XGBoost,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R06,A_lag1,LR+XGB (average),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R06,A_lag1,LR-XGB (residual),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R06,B_rich,Naive,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R06,B_rich,SeasonalNaive(s=52),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,0,{}
R06,B_rich,LR,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,{}
R06,B_rich,GRNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.5}"
R06,B_rich,P_NN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,16,"{""sigma"": 0.35}"
R06,B_rich,RBFNN,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,standard,42,60,"{""alpha"": 0.01, ""gamma"": 0.01, ""n_centers"": 40}"
R06,B_rich,XGBoost,1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R06,B_rich,LR+XGB (average),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
R06,B_rich,LR-XGB (residual),1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}"
M01AB,A_lag1,"ARIMA(5,1,0)",1,2,pacf_train,210,45,45,2014-01-19,2018-01-21,2018-01-28,2018-12-02,2018-12-09,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
M01AE,A_lag1,"ARIMA(5,1,0)",1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
N02BA,A_lag1,"ARIMA(5,1,0)",1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
N02BE,A_lag1,"ARIMA(5,1,0)",1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
N05B,A_lag1,"ARIMA(5,1,0)",1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
N05C,A_lag1,"ARIMA(5,1,0)",1,10,pacf_train,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
R03,A_lag1,"ARIMA(5,1,0)",1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
R06,A_lag1,"ARIMA(5,1,0)",1,1,pacf_train,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,none,42,1,"{""order"": [5, 1, 0]}"
rossmann,V0_customers_contemporaneous,SeasonalNaive(store x dow x promo median),16,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,0,{}
rossmann,V0_customers_contemporaneous,LR,16,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,1,{}
rossmann,V0_customers_contemporaneous,XGBoost,16,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V0_customers_contemporaneous,LR+XGB (average),16,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.2, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V0_customers_contemporaneous,LR-XGB (residual),16,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V1_customers_dropped,SeasonalNaive(store x dow x promo median),15,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,0,{}
rossmann,V1_customers_dropped,LR,15,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,1,{}
rossmann,V1_customers_dropped,XGBoost,15,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 600, ""subsample"": 0.8}"
rossmann,V1_customers_dropped,LR+XGB (average),15,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.2, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V1_customers_dropped,LR-XGB (residual),15,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 600, ""subsample"": 0.8}"
rossmann,V2_customers_lagged,SeasonalNaive(store x dow x promo median),17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,0,{}
rossmann,V2_customers_lagged,LR,17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,1,{}
rossmann,V2_customers_lagged,XGBoost,17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V2_customers_lagged,LR+XGB (average),17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.2, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V2_customers_lagged,LR-XGB (residual),17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V3_sales_lagged,SeasonalNaive(store x dow x promo median),17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,0,{}
rossmann,V3_sales_lagged,LR,17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,1,{}
rossmann,V3_sales_lagged,XGBoost,17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V3_sales_lagged,LR+XGB (average),17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.2, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
rossmann,V3_sales_lagged,LR-XGB (residual),17,0,,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,none,42,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 9, ""n_estimators"": 900, ""subsample"": 0.8}"
